1694 3456 1722
0 1032 1022
1016 0 1006
1350 1520 1169
2118 2144 0
202 3013 2981
2494 872 4012
1716 1740 3347
319 908 3110
3346 1821 1829
3097 1576 1611
1808 1648 0
515 571 0
936 1505 3697
0 1061 1032
0 997 1049
2142 1726 0
0 1004 994
3427 1802 1811
1601 365 0
1835 3467 1841
667 1810 0
2365 0 2354
1850 555 0
1192 1276 2792
1548 3033 1564
1169 1314 1280
2905 1502 1517
1415 0 1363
0 112 753
39 1341 3235
1896 2400 2363
2676 1086 218
2292 1046 215
2687 37 1036
1026 0 1016
1056 0 35
1664 0 1617
342 3166 31
292 1340 1113
2361 4434 20857
1345 0 220
0 1631 116
1942 161 2235
1332 3296 140
0 209 1792
223 869 2465
283 4455 2151
1130 85 0
1153 1886 706
110 0 914
1245 3057 3039
0 1357 1323
0 1129 1119
1150 1996 3654
1262 3154 744
1138 2323 718
0 1673 715
753 577 2666
0 1452 1482
0 2219 1865
0 699 1354
0 559 1989
87 2846 4276
1953 1463 2221
199 154 2253
75 2664 1473
818 3311 3319
3872 3883 821
0 2172 1630
1407 1545 846
724 2802 4230
1060 2888 1110
409 1823 1010
1109 67 1378
86 79 0
4222 3845 2856
0 1019 889
76 80 1528
79 3349 3359
0 1824 1934
1019 3445 1561
1268 3196 1412
800 1679 0
49 2662 1394
1496 3320 76
1233 64 3010
987 1411 176
1408 1761 1302
0 1533 1499
2648 4585 6324
2276 3836 2262
3393 3418 3663
2401 1637 3432
3525 1824 1561
0 201 97
96 1152 1143
4233 4234 2849
1200 3041 3023
5525 2010 4554
4732 5771 4479
2510 4049 2497
959 0 734
3724 4820 4796
0 1568 186
4228 4224 2659
2150 732 3795
1629 3180 3179
728 0 961
814 51 2537
829 0 853
30 1137 2310
176 2664 1109
0 1141 1960
0 225 2116
43 3370 207
0 1188 1631
119 2038 206
0 1671 118
2403 4496 4655
1065 1125 1115
130 0 126
5700 4537 4786
1015 2049 3606
0 1976 2152
2592 122 128
953 0 130
126 0 129
2530 128 847
2435 127 122
258 223 2480
0 2152 1860
211 4137 3994
1280 3524 1710
2376 3928 2334
5302 4411 4412
0 1709 1671
0 1551 1519
0 1457 1425
0 45 1349
0 205 1313
0 204 1279
0 203 1247
0 1247 1200
0 1200 1158
0 202 1187
0 1187 1146
0 1146 254
0 150 1163
149 255 2065
0 1145 189
1257 1789 1209
0 156 1454
0 155 66
154 1164 2671
153 1330 2872
0 1626 175
0 1760 1625
3553 3141 1453
5479 6457 4464
0 1625 44
298 1650 3205
4364 3782 3013
1735 3369 3335
1214 1381 1382
0 175 1708
188 3046 3610
5207 4138 4077
300 1472 2896
179 0 945
249 1420 3012
0 1628 1953
4114 1243 2630
845 1234 3096
166 157 1225
88 113 0
3576 3172 5361
1577 3202 3151
184 170 928
2585 828 921
970 828 2627
2123 2530 183
847 184 182
183 0 179
1736 2672 1163
105 3000 2402
0 2217 2172
1258 167 3113
1998 151 3024
0 1708 1734
0 1544 1574
0 1454 1484
0 1348 1370
0 1294 1312
0 1258 1179
0 1226 1151
200 199 1347
1193 1278 2794
0 66 197
0 197 1226
1144 2321 96
1170 6 146
1230 1733 143
1260 3152 142
1296 3201 141
0 118 1577
0 116 1735
254 2953 2945
1157 3867 46
0 2282 229
1073 133 2523
996 0 305
2727 1026 1956
986 0 1026
34 0 1056
1217 0 219
309 0 1076
33 0 1096
2680 216 1106
2752 42 1286
1126 0 1116
1529 0 224
131 0 47
2914 222 1444
115 2082 1489
0 1075 329
943 2452 2228
5503 4681 4495
210 1573 2184
2345 2291 3665
3800 3819 4134
904 996 296
2451 4029 2601
3681 2320 3650
2313 0 870
1443 2875 2913
239 281 0
2251 2014 2704
248 2507 237
1936 0 879
314 2551 903
3230 4495 2279
3051 2961 4455
252 1065 1166
255 1143 2308
296 305 2359
859 1186 248
247 239 0
0 171 1544
2684 2682 1670
4242 4248 1320
0 244 1075
299 258 1083
148 208 1144
0 245 150
1924 1311 2270
859 299 1023
253 0 131
1550 298 2961
6065 4907 5859
1075 1055 1864
1898 1001 2788
1650 1471 3206
1471 294 3268
1093 3145 1935
1510 1550 3051
1274 292 3145
1074 0 284
301 1240 2387
304 289 313
282 992 2703
1002 1012 2721
1024 1034 308
290 1084 2787
1186 2634 2507
291 1124 2331
1591 0 1361
5377 3905 907
1103 0 1273
4167 4040 5183
237 2547 314
288 0 271
4287 3052 48
268 1104 2837
1034 1064 2749
1012 1024 2733
992 1002 2371
289 282 1975
270 0 288
1054 0 274
1094 0 276
267 0 40
294 1203 3125
264 0 293
1203 1592 1897
3751 232 246
1001 1005 2675
259 0 162
257 0 253
302 0 169
1044 0 269
1362 300 2029
1136 2299 1795
306 0 270
246 212 985
985 304 1025
1769 316 312
2741 273 2750
2806 1066 217
379 0 1147
1249 388 3064
882 307 0
2388 270 2695
281 241 0
1073 857 316
307 315 0
2677 3621 2683
4556 1881 3236
1355 0 9
20984 20919 20983
3931 2363 2942
1511 0 1479
1584 392 881
1325 0 1307
1237 0 1219
1271 0 1251
1189 0 337
1784 0 1252
995 226 2305
392 1676 3265
393 1432 3310
389 1318 3175
388 1284 3109
1389 1492 3330
354 0 356
350 1185 2969
358 327 380
3101 4487 4484
1175 340 1756
1160 0 339
3047 352 3063
39 3384 4544
3640 378 1176
2421 2437 4005
1308 1618 378
3282 1338 1266
1364 1617 3190
3019 1205 2987
3292 1664 1364
1172 0 336
1232 0 352
351 1249 341
1284 389 3139
1466 335 3219
391 1356 3237
335 1524 3386
1205 0 1189
2975 337 2963
0 485 597
498 1391 2045
366 2542 875
518 1950 4305
909 364 0
1438 892 363
3556 1696 20
370 361 0
368 370 0
857 2523 367
4687 4317 1433
367 1317 366
3253 1681 1704
3159 1611 1647
1804 0 1658
867 2471 4027
3321 1727 1749
4365 3282 4376
3279 399 4566
345 0 343
2948 380 310
337 0 379
3661 1220 2314
490 390 1135
1156 0 1172
1140 0 1156
395 0 1140
1202 0 1216
1216 0 1232
311 0 333
353 0 332
1147 0 382
1300 0 355
323 0 330
1338 0 331
1740 396 3381
1135 385 1896
394 0 1639
1556 1584 1770
1367 2078 412
3307 4544 377
2984 3906 1265
2488 2988 2994
3639 1784 499
494 1283 4100
1911 2351 3843
3419 1798 1807
3420 4587 4588
2835 1437 1446
3449 1819 1831
0 1009 74
4310 1981 3582
1368 461 0
398 452 0
1414 2817 1434
2809 1410 1423
1376 2773 1388
3465 1831 1839
1396 2789 1404
1508 2915 1526
1440 2843 1462
1352 1207 1167
1602 2804 1636
1657 3444 1695
